NOME,CNPJ,END.,SITE,SEG,FOMATO,TFIXO,RESPON,EMAIL,NCM1,NCM2,MOTIVO,IMPORT,IMPORTK,PAISES,CARGO
SAO PAULO FUTEBOL CLUBE,60.517.984/0001-04,"PRACA ROBERTO GOMES PEDROSA MORUMBI SAO PAULO, SP CEP: 05.653-070 BRASIL",altair.barbosa@saopaulofc.net,"Electronics, Computers & Telecommunication",Distribuidor,551137498000 ,ALTAIR RAMOS,altair.barbosa@saopaulofc.net,902680,,,,,,
BLACK BOX DO BRASIL IND E COM LTDA,00.017.332/0001-89,"AVENIDA CECI, 6 TAMBORE BARUERI | SP 06460-120",rodrigo@camerasveiculares.com.br,"Electronics, Computers & Telecommunication",Distribuidor,5548991282270 ,RODRIGO MANZARRA,rodrigo@camerasveiculares.com.br,853190,,,,,,
INTERBRASIL DISTRIBUIDORA LTDA,37.628.401/0009-58,"AVENIDA CALIFORNIA, S/N CENTRO FORMOSA - GO 73801-160",compras01@interbrasil.com.br,Automobiles & Vehicles,Distribuidor,556136429200 ,REGINALDO SIGNORI,compras01@interbrasil.com.br,848710,,,,,,
COMPMAQ COMERCIO DE MAQUINAS E COMPONENTES ELETRONICOS LTDA,05.691.125/0001-29,"RUA AUGUSTO POLTRONIERI, 203 PARK COMERCIAL DE INDAIATUBA INDAIATUBA - SP 13347-443 ",tiago.silva@interbrasgroup.com,"Electronics, Computers & Telecommunication",Distribuidor,551931152100 ,THIAGO SILVA,tiago.silva@interbrasgroup.com,844230,,,,,,
ASM SISTEMAS DE MONTAGEM LTDA,10.406.538/0001-54,"AV JURUA, 105 ALPHAVILLE INDUSTRIAL - BARUERI SÃO PAULO 06455-010",saulo.faccio@gmail.com,"Electronics, Computers & Telecommunication",Distribuidor,5513996675240 ,SAULO FACCIO,saulo.faccio@gmail.com,844230,,,,,,
DM8 COMERCIO E SERVICOS LTDA,10.398.382/0003-79,"AVENIDA BRIG FARIA LIMA, 1768 JARDIM PAULISTANO SAO PAULO - SP 01451-909",comercial@dm8.com.br,Food and Drinks,Distribuidor,5511957724576 ,DIRCEU CHRISTOFOLETTI,comercial@dm8.com.br,200919,,,,,,
CUMMINS FILTROS LTDA,03.469.014/0001-47,"AVENIDA NARAIN SINGH, 760 CIDADE ARACILIA GUARULHOS - SP 07250-000 ",jose.ottoni@cummins.com,Machinery & Heavy equipment,Distribuidor,551121062514 ,JOSE OTTONI,jose.ottoni@cummins.com,843890,,,,,,
CASA DAS GAXETAS IND E COM LTDA,78.774.817/0001-04,"RUA OMAR RAYMUNDO PICHETH, 1300 XAXIM CURITIBA - PR 81810-150",sandro@gaxetas.com.br,Machinery & Heavy equipment,Distribuidor,555133371233 ,SANDRO SCHEEFER,sandro@gaxetas.com.br,401693,,,,,,
SULMEDIK DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA,10.535.948/0001-03,"R. IMAC. CONCEIÇÃO, 1562 - PRADO VELHO, CURITIBA - PR, 80215-182",sulmedik@sulmedik.com.br,Health & Medical devices,Distribuidor,554135035000 ,ANDERSON ALMEIDA,sulmedik@sulmedik.com.br,330499,,,,,,
SOUSAM IMPORTACAO E EXPORTACAO LTDA,03.616.432/0001-10,RUA JOAQUIM FLORIANO 413 CONJ 41 E 42,icbal.yamout@dermadream.com.br,Health & Medical devices,Distribuidor,551131710471 ,ICBAL YAMOUT,icbal.yamout@dermadream.com.br,330499,,,,,,
MULTIPLIER TRADE E COMERCIO EXTERIOR LIMITADA,22.139.875/0001-01,"RUA VINTE E OITO DE SETEMBRO, 997",contato@multiplier.com.br,Machinery & Heavy equipment,Distribuidor,1128836308 , SORAIA ,contato@multiplier.com.br,391810,,,,,,
QUIBASA QUIMICA BASICA LTDA (BIOCLIN),19.400.787/0001-07,"RUA TELES DE MENEZES 92, SANTA BRANCA, BELO HORIZONTE - MINAS GERAIS",silvioarndt@bioclin.com.br,Machinery & Heavy equipment,Distribuidor,553134395454 ,SILVIO ,silvioarndt@bioclin.com.br,843510,,,,,,
PERTO S A PERIFERICOS PARA AUTOMACAO,92.080.035/0001-04,"R NISSIN CASTIEL, 640, INDUSTRIAL, GRAVATAI, RS, CEP 94045-420, BRASIL",mmachado@perto.com.br,"Electronics, Computers & Telecommunication",Distribuidor,555134898913 ,MARCOS G MACHADO,mmachado@perto.com.br,902680,,,,,,
"POLYSUTURE INDUSTRIA E COMERCIO LTDA POLYSUTURE
",03.812.429/0001-71,AVENIDA GABRIEL RAMOS DA SILVA 1245 - 37.950-000 PRQ I JOAO F.ZANIN SAO SEBASTIAO DO PARAISO MG,contato@polysuture.com.br,Health & Medical devices,Distribuidor,551135394750 , GREYCIELI AVELINO,contato@polysuture.com.br,901890,,,,,,
TAPETES SAO CARLOS LTDA,05.414.377/0001-00,R MIGUEL GIOMETTI 340,contato@tendadostapetes.com.br,Textiles & Leather Products,Distribuidor,551135088018 ,GERMANO VECHI,contato@tendadostapetes.com.br,900110,,,,,,
HT MICRON SEMICONDUTORES S.A.,11.386.376/0001-00,"AVENIDA UNISINOS, 1550, CRISTO REI",edelweis.ritt@htmicron.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551199296364 , EDELWEIS RITT,edelweis.ritt@htmicron.com.br,902680,,,,,,
QUATA ALIMENTOS -  NOVA MIX INDUSTRIAL E COMERCIAL DE ALIMENTOS LTDA,08.142.803/0001-92,"AV MANOEL DOMINGOS PINTO, 09, SAO PAULO, SP",crislaine.santos@quataalimentos.com.br,Health & Medical devices,Distribuidor,551136492686 , CRISLAINE SANTOS,crislaine.santos@quataalimentos.com.br,830990,,,,,,
DI RICARTTI DISTRIBUIDORA DE AUTO PEÇAS SP,01.674.378/0003-03,"AVENIDA LUIS EDUARDO MAGALHAES, 4349 LUIS EDUARDO MAGALHAES - BA 47850-000",Alexsandronascimento@diricartti.com.br,Automobiles & Vehicles,Distribuidor,551122093334 ,ALEXANDRE ,Alexsandronascimento@diricartti.com.br,870830,,,,,,
ESPORTE CLUBE SÃO BENTO,71.858.054/0001-30,"R. CEL. NOGUEIRA PADILHA, 657 - VILA HORTÊNCIA, SOROCABA - SP, 18020-001",erissonpersonal@gmail.com,Sports and Hobbie and Toys,Distribuidor,5585992073030 ,ERISSON MATIAS,erissonpersonal@gmail.com,852691,,,,,,
BOSTON CITY FUTEBOL CLUBE BRASIL S.A.F.,29.342.671/0001-12,"AVENIDA BOSTON CITY, 1 SALA1",yurioliveiira07@gmail.com,Sports and Hobbie and Toys,Distribuidor,5531985010304 ,YURI OLIVEIRA,yurioliveiira07@gmail.com,852691,,,,,,
MERCOCAMP COMERCIO INTERNACIONAL S/A,05.521.163/0003-03,"RUA ANTONIO LAPA, 280 CAMPINAS | SP CEP: 13025-240",contato@mercocamp.com.br,Automobiles & Vehicles,Distribuidor,551937052010 , ANGELA RAFAELA,contato@mercocamp.com.br,870894,,,,,,
AICON - AGENCY OF INTERNATIONAL CONNECTIONS LTDA,49.235.630/0001-34,"RUA ERNEST RENAM, 461 PARAISOPOLIS  SAO PAULO - SP 05659-020",lennon@aicon-global.com,Automobiles & Vehicles,Distribuidor,5511999005201 ,LENNON JUNQUEIRA,lennon@aicon-global.com,870894,,,,,,
NG METALURGICA S.A.,01.939.979/0001-20,"AVENIDA DR. MORATO, 190, VILA REZENDEPIRACICABA - SP, 13405-260",agobbo@ngmetalurgica.com.br,Metals & Rubber & Plastic Products,Distribuidor,551934297220 ,AMAURI GOBBO,agobbo@ngmetalurgica.com.br,841990,,,,,,
JARAGUA EQUIPAMENTOS INDUSTRIAIS LTDA,60.395.126/0001-34,"AVENIDA JARAGUA, 300 ANDAR 1, APARECIDINHA, SOROCABA - SP, 18087-380",aislan.campos@jaraguaequipamentos.com,Metals & Rubber & Plastic Products,Distribuidor,551521029000 ,AISLAN CAMPOS,aislan.campos@jaraguaequipamentos.com,841490,,,,,,
PFAUDLER LTDA,50.918.812/0001-99,"RUA COM JOSE R CURSINO MOURA, 1000,JD DAS BANDEIRAS,TAUBATE - SP,12051-150",rafael.santos@pfaudler.com,Metals & Rubber & Plastic Products,Distribuidor,551221233111 ,RAFAEL SANTOS,rafael.santos@pfaudler.com,841490,,,,,,
PREMIER TRADE IMPORTADORA LTDA,10.673.864/0001-28,"RUA 454, 10, SALA 2, MORRETES - ITAPEMA - SC - 88220-000",fabricio@premiertrade.com.br,Furniture & Home Decor,Distribuidor,554733453000 ,FABRICIO ,fabricio@premiertrade.com.br,391810,,,,,,
ELUBEL INDUSTRIA E COMERCIO LTDA.,50.301.639/0001-85,"ESTRADA DO CAPUAVA, 269, GALPAO 1 - DO JARDIM BARRO BRANCO, COTIA - SP - 06715-725",marco.pereira@elubel.com.br,Textiles & Leather Products,Distribuidor,5511991913131 ,MARCOS ANTONIO PEREIRA,marco.pereira@elubel.com.br,540753,,,,,,
A. C. CAMPOS AUTO PECAS,27.090.748/0001-89,"RUA MUIRAQUITA 51 CASA 02
TUPI
PRAIA GRANDE SP
11703-760",camposjunior69@gmail.com,Automobiles & Vehicles,Distribuidor,5511987654401 ,ALAN CAMPOS,camposjunior69@gmail.com,870880,,,,,,
AGE DO BRASIL INDUSTRIA E COMERCIO LTDA,04.845.059/0003-01,"RUA JOANA FORESTO STORANI, 325
DISTRITO INDUSTRIAL BENEDITO STORANI
VINHEDO, SP
CEP: 13.288-169
BRASIL",Contato@agedobrasil.com,Machinery & Heavy equipment,Distribuidor,551938569650 ,GUILHERME JACOB,Contato@agedobrasil.com,842240,,,,,,
ARGAPLAN INDUSTRIA E COMERCIO DE ARGAMASSAS LTDA,34.325.497/0001-30,"R SILVANO CANDIDO DA SILVA SENIOR 3920 , GALPAO01, PONTA AGUDA, BLUMENAU-SC CEP89050280",Comercial@argaplan.com.br,Chemicals & Pharmaceuticals  ,Distribuidor,554791319675 ,CLAUDIR ,Comercial@argaplan.com.br,252390,,,,,,
SALMIX INDUSTRIA E COMERCIO LTDA,02.801.279/0001-38,"ESTRADA MUNICIPAL JOSE BENEDITO DE OLIVEIRA, S/N
DOS LEITES
PIEDADE - SP
18170-000",aline.ciriaco@mcassab.com.br,Chemicals & Pharmaceuticals  ,Distribuidor,551121627782 , ALINE SABÓIA,aline.ciriaco@mcassab.com.br,292249,,,,,,
INDUSTRIA QUIMICA ANASTACIO S A,60.874.724/0001-96,"RUA JOAO TIBIRICA, 1262",danilo.salles@anastacio.com,Food and Drinks,Distribuidor,5511913214028 ,DANILO SALLES,danilo.salles@anastacio.com,292590,,,,,,
LOJÃO DAS BATERIAS - DISTRIBUIDORA MINEIRA DE BATERIAS LTDA,20.656.773/0001-38,"RUA PITANGU, 261 – BOM PASTOR DIVINÓPOLIS/MG CEP: 35.500-151",contato@lojaodasbaterias.com,Automobiles & Vehicles,Distribuidor,553732221066 ,EDUARDO ,contato@lojaodasbaterias.com,851762,,,,,,
ISDRALIT INDUSTRIA E COMERCIO -ISDRALIT INDUSTRIA E COMERCIO LTDA - GRUPO ISDRA,89.938.500/0001-82,"RUA HASDRUBAL BELLEGARD, 305, CURITIBA/PR, ZC 81450-150",rafael.savattone@isdralit.com.br,Textiles & Leather Products,Distribuidor,555132166444 ,RAFAEL RIBEIRO ,rafael.savattone@isdralit.com.br,550320,,,,,,
UNICOLA INDUSTRIA E COMERCIO DE FITAS E FIOS PARA JUNCAO DE LAMINAS DE MADEIRA LTDA,03.121.835/0001-98,"TRAVESSA JOSE ESTACIO PEREIRA, 413 SAO JOSE DOS PINHAIS - PR 83015-610",drlinconvicente@gmail.com,Chemicals & Pharmaceuticals  ,Distribuidor,5541992354247 ,LINCON  VICENTE,drlinconvicente@gmail.com,350699,,,,,,
"BRASIL SP VEDACOES INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE ARTEFATOS DE VEDACOES LTDA",08.700.424/0001-70,"RUA BORACEIA, 174 SAO PAULO - SP 01135-010",importacao@brasilvedacoes.com.br,Machinery & Heavy equipment,Distribuidor,551133922188 ,DRAITON ,importacao@brasilvedacoes.com.br,401693,,,,,,
"BIOMETIK INDUSTRIA FARMACEUTICA - FLEXSIV INDUSTRIA, COMERCIO, EXPORTACAO E IMPORTACAO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA ",10.940.423/0001-45,AVENIDA 22 DE JULHO 1571 - CENTRO - IRINEÓPOLIS SC - 89440-000,douglas@biometik.com,Beauty & Living Ware,Distribuidor,5547988470707 ,DOUGLAS  FRONCZAK,douglas@biometik.com,330499,,,,,,
DCCO - DCCO SOLUCOES EM ENERGIA E EQUIPAMENTOS LTDA ,01.475.599/0001-82,"AVENIDA CAIAPO, 777 - SANTA GENOVEVA, GOIANIA, GO - CEP: 74.672-400 - BRASIL",leopoldo.passos@dcco.com.br,Automobiles & Vehicles,Distribuidor,5561993045504 ,LEOPOLDO PASSOS,leopoldo.passos@dcco.com.br,843149,,,,,,
LORENZETTI SA INDUSTRIAS BRASILEIRAS ELETROMETALURGICAS,61.413.282/0001-43,AV PRESIDENTE WILSON 1230 E : RUA P. BARAO DE ; : GUAJARA N. 219/227/; : 229 RUA ALMEIDA ; : COUTO 320;,purchase@lorenzetti.com,"Electronics, Computers & Telecommunication",Distribuidor,551120657454 ,ZENHU NAKASATO,purchase@lorenzetti.com,841911,,,,,,
POSITIVO TECNOLOGIA S.A.,81.243.735/0002-29,"RUA JOAO BETTEGA, 5200",vitor.almeida@positivo.com.br,Furniture & Home Decor,Distribuidor,5541987805775 ,VITOR ALMEIDA,vitor.almeida@positivo.com.br,830140,,,,,,
CONTROLBR TECNOLOGIA E SEGURANCA EIRELI,14.662.460/0001-90,"RUA OLAVO BILAC, 193",gtot@controlbr.com.br,Furniture & Home Decor,Distribuidor,5511982689519 ,GILBERTO TOTARO,gtot@controlbr.com.br,830140,,,,,,
AQUAKENT INDUSTRIA E COMERCIO LTDA,20.949.903/0001-20,"RODOVIA GO 330, S/N KM 318 SALA 01 ZONA RURAL OUVIDOR - GO CEP:75715-000",n.schaider@aquakent.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551131926044 ,NILSON  SCHAIDER,n.schaider@aquakent.com.br,841911,,,,,,
AIN GLOBAL IMPORTAÇÃO E EXPORTAÇÃO LTDA,10.291.570/0001-31,"RUA DONA FRANCISCA, 8300, BLOCO 10C, DISTRITO INDUSTRIAL, PERINI BUSINESS PARK, JOINVILLE/SC, BRASIL. CEP: 89.219-600",www.sta.agr.br,Sports and Hobbie and Toys,Distribuidor,5547988022843 ,PEDRO LEHMANN,pedro@sta.agr.br,853929,,Demanda imediata (Importação nos próximos 3 Meses),,,,
IBOB - VENDAS ON-LINE E CONSULTORIA EMPRESARIAL LTDA,47.384.222/0001-19,"Rua Padre Pedro F Piccoli, 351
Casa Assobradada N. 03
NOSSA SENHORA DA SAUDE
CAXIAS DO SUL - RS
95032-770",www.ibob.com.br,"Electronics, Computers & Telecommunication",Distribuidor,5554996131158 ,MAYRON BECKER,contato@ibob.com.br,850131,,Demanda imediata (Importação nos próximos 3 Meses),,,,
AVS MOTORES LTDA,20.722.293/0001-28,"Rua Piratininga, 176
BRAS
SAO PAULO - SP
03042-000",www.avsmotores.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551132087773 ,SANDRO VIANNA,contato@avsmotores.com.br,850131,,Demanda imediata (Importação nos próximos 3 Meses),,,,
LEONARDO BOZZI DA SILVA | BOZZI COMERCIO E SERVICOS,12.585.374/0001-03,"Alameda Gloria (Vl Dusi), 880
CENTRO
SAO BERNARDO DO CAMPO - SP
09725-390",https://www.bozzi.com.br/,"Electronics, Computers & Telecommunication",Distribuidor,551141219097 ,LEONARDO BOZZI DA SILVA,vendas@bozzi.com.br,850131,,Demanda imediata (Importação nos próximos 3 Meses),,,,
IFF ESSENCIAS E FRAGRANCIAS LTDA,33.043.951/0002-88,"AVENIDA HONORIO ALVARES PENTEADO (POLO EMPRESARIAL), 604  TAMBORE SANTANA DE PARNAIBA - SP06543-320",www.iff.com,Beauty & Living Ware,Indústria,551132833767 ,ARNALDO TIKAYOSHI SIGUEMOTO,arnaldo.siguemoto@iff.com,292241,,Demanda imediata (Importação nos próximos 3 Meses),,,,
NESTLE BRASIL LTDA.,60.409.075/0466-59,AVENIDA COMENDADOR ANTONIO LOUREIRO RAMOS NÚMERO: 1800 BAIRRO:  DISTRITO INDUSTRIAL MUNICÍPIO: MONTES CLAROS  UF: MG CEP: 39.404-620,gustavo.furlan@br.nestle.com,Chemicals & Pharmaceuticals  ,Distribuidor,551636014313 ,GUSTAVO FURLAN ,gustavo.furlan@br.nestle.com,292241,,Demanda imediata (Importação nos próximos 3 Meses),,,,
SHOPEE - SHPS TECNOLOGIA E SERVICOS LTDA.,35.635.824/0001-12,"AVENIDA BRIG FARIA LIMA, 3732 - ANDAR 22 23 E 26 - ITAIM BIBI",www.shopee.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551148102170 ,DIANA OLIVIERA,diana.nscmnt@gmail.com,491110,,Demanda imediata (Importação nos próximos 3 Meses),,,,
ACSICOMEX - IMPORTACAO E EXPORTACAO LTDA,82.858.705/0002-90,"RUA WILLY JUNG, 181 RIO NEGRINHO - SC 89295-000",https://www.acsicomex.com.br/,"Electronics, Computers & Telecommunication",Trading,554733078595 ,RICARDO GARCIA,ricardo@acsicomex.com.br,854239,,Demanda imediata (Importação nos próximos 3 Meses),,,,
ORIELEC COMERCIO E IMPORTACAO DE COMPONENTES ELETRONICOS LTDA,59.462.366/0001-25,"AVENIDA DUQUE DE CAXIAS, 501 SAO PAULO - SP 01214-100",www.orielec.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551133669088 ,KARINA FERRARIA,karina@orielec.com.br,854239,,Demanda imediata (Importação nos próximos 3 Meses),,,,
ZINIZ ACRILICOS LTDA.,26.551.415/0001-47,"RODOVIA PADRE PEDRO RIZZON, KM 05, S/N SAO MARCOS - RS 95190-000",https://ziniz.com.br/,Furniture & Home Decor,Distribuidor,555432911705 ,CLAUDIO PASQUALI,vendas@ziniz.com.br,854239,,Demanda imediata (Importação nos próximos 3 Meses),,,,
PARKER HANNIFIN INDUSTRIA E COMERCIO LTDA,54.823.455/0029-37,"AVENIDA ANTONIO PIRANGA, 2788 JARDIM CANHEMA DIADEMA - SP 09942-000",https://www.parker.com/,Automobiles & Vehicles,Indústria,5512981656142 ,JORGE CARDOSO,Jorge.cardoso@parker.com,732690,,Demanda futura (Importação nos próximos 6 meses),,,,
BHIO SUPPLY INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS S/A,73.297.509/0001-11,"AVENIDA LUIZ PASTEUR, 4959 ESTEIO - RS 93290-010",www.bhiosupply.com.br,Health & Medical devices,Indústria,5551999162726 ,MARCELO SARAIVA,saraiva.holding@gmail.com,901890,,Demanda imediata (Importação nos próximos 3 Meses),,,,
IMPRA INDUSTRIA GRAFICA LTDA,28.045.354/0002-52,"RODOVIA BR-277, 15098 SAO JOSE DOS PINHAIS - PR 83075-000",https://impra.com.br/,Others,Indústria,5519999606205 ,LUCAS OLIVEIRA,contato@impra.com.br,370120,,Demanda imediata (Importação nos próximos 3 Meses),,,,
PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA,50.935.576/0012-71,"AVENIDA NOSSA SENHORA DO BOM SUCESSO, 3400 PINDAMONHANGABA - SP 12420-010",www.plascargroup.com,Metals & Rubber & Plastic Products,Indústria,5511983715123 ,ROBINSON GARCIA,robinson.garcia@plascargroup.com,400231,,Demanda imediata (Importação nos próximos 3 Meses),,,,
CLIPTECH INDUSTRIA E COMERCIO LTDA,02.248.426/0002-75,"ROD. VICE PREF. HERMENEGILDO TONOLI, 2285 ITUPEVA - SP, 13295-454",https://www.cliptech.com.br/,Machinery & Heavy equipment,Indústria,5511997559328 ,RENAN ZACARIAS,renan.zacarias@yahoo.com.br,843890,,Demanda imediata (Importação nos próximos 3 Meses),,,,
BATERIAS CRAL LTDA,71.683.379/0002-00,RUA EZEQUIEL VAZ 4-115 CHÁCARAS BAURUENSES BAURÚ CEP: 17048700 SP TEL.: 14 2106-3200 FAX: 14 2106-3201,http://www.cral.com.br/,Automobiles & Vehicles,Indústria,551421063200 ,ROSANA BIANCONCINI,vendas.rosana@cral.com.br,850710,,Conference Call,Não,Não,,
RUFFINO ACABAMENTOS COMÉRCIO DE MATERIAIS LTDA.,27.440.377/0001-18,"RUA ARTHUR MARTINS FRANCO, 720 - CIDADE INDUSTRIAL DE CURITIBA, CURITIBA - PR, 81350-100",https://www.ruffinoacabamentos.com/,Others,Distribuidor,554131231415 ,DIEGO ALBUQUERQUE ,diego@ruffinoacabamentos.com,391810,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"coreia, china ",
TAUANA COMERCIO E INDUSTRIA LTDA,14.045.434/0001-12,"RUA COELHO NETO, 676 BAIRRO CAMPOS ELISEOS , CIDADE RIBEIRÃO PRETO, ESTADO SÃO PAULO 14085-710",https://tauana.com.br/,Machinery & Heavy equipment,Distribuidor,551636225744 ,ROBSON EGITO,COMERCIAL@TAUANA.COM.BR,841410,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,CHINA,
GCABE PRODUTOS ELETRICOS LTDA,52.930.484/0001-71,"ESTRADA PARTICULAR SADAE TAKAGI, 255 COOPERATIVA 09852-070",https://www.cofibam.com.br/,Metals & Rubber & Plastic Products,Outros,551143432100 ,MAYARA MATOS ,mmatos@gcabegroup.com.br,721730,,Avaliação de novos fornecedores,Sim,Não,,
INCESA INDUSTRIA DE COMPONENTES ELETRICOS LTDA,64.810.955/0001-97,"RUA AMERICO CAETANO, 81, QUADRAI - DISTRITO INDUSTRIAL ALVARO BRITTO 15406-252",http://www.incesa.com.br/home,Metals & Rubber & Plastic Products,Outros,5511996080474 ,WENDELL DOMINGUES DE ANDRADE ,wendell.andrade@incesa.com.br,721730,,Avaliação de novos fornecedores,Sim,Não,,
HANA ELECTRONICS INDUSTRIA E COMERCIO LTDA,41.305.391/0001-30,"AVENIDA ABIURANA, 450",https://www.hanaelectronics.com.br/,"Electronics, Computers & Telecommunication",Indústria,5592991766968 ,CLEBERSON NASCIMENTO,cleberson.jamacaru@gmail.com,8541,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,,
DANPOWER CALDEIRAS E EQUIPAMENTOS LTDA,04.405.780/0001-00,"RUA ROSARIO TAKAKI, 110, LOTEAMENTO DISTRITO INDUSTRIAL UNINORTE, PIRACICABA - SP, 13413-063",https://danpower.com.br/,Machinery & Heavy equipment,Indústria,551921066965 ,MARIANA,suprimentos@danpower.com.br,730411,,Avaliação de novos fornecedores,Sim,Não,"China, Alemanha",
DANONE LTDA,23.643.315/0001-52,"AVENIDA PAULISTA, 2300
ANDAR 21CONJ211 EDIFSAO LUIS GONZAGA - CERQUEIRA CESAR 01310-300",https://www.danone.com/,Sports and Hobbie and Toys,Indústria,5493484509765 ,FEDERICO MATTSON ,federico.mattson@danone.com,830990,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
OPUS MEDICAL,14.368.486/0001-20,"RUA TRÉS ANDRADAS, 314 – PIRATININGA – OSASCO/SP – CEP 06230-050",https://opusmedical.com.br/,Health & Medical devices,Indústria,551141889160 ,EDUARDO,eduardo@opusmedical.com.br,901920,90181210,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
FARMA MARJAN LTDA,04.630.004/0001-04,"RUA VIGARIO TAQUES BITENCOURT, 258  SANTO AMARO SAO PAULO - SP 04755-060",HTTPS://MARJAN.COM.BR/,Chemicals & Pharmaceuticals,Indústria,551156429888 ,Rayane Hollerbach Yoshida,rayane.yoshida@marjanfarma.com.br,3004,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
COONAGRO COOPERATIVA NACIONAL AGROINDUSTRIAL,84.828.003/0001-08,"Rua Doutor Brasilio Vicente de Castro, 111
Andar 11 Sala 1101
CAMPO COMPRIDO
CURITIBA - PR
81200-340",www.coonagro.coop.br,Food and Drinks,Indústria,554132811523 ,Julio Rodrigues,suprimentos@coonagro.coop.br,310100,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,
BORAQUIMICA LTDA,05.045.889/0004-90,"Rodovia Br 470 Ingo Hering, 5530
Km 07 Brcao 02
MACHADOS
NAVEGANTES - SC
88371-624",www.boraquimica.com.br,Food and Drinks,Distribuidor,551138384444 ,Raul Peixoto ,raul@boraquimica.com.br,310100,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,
PLANT DEFENDER TECNOLOGIA AGRICOLA IMPORTACAO E EXPORTACAO LTDA,08.812.328/0001-14,"Rodovia Deputado Laercio Corte (Sp-147), 0
Km 119
DA GEADA
LIMEIRA - SP
13482-383",www.plantdefender.com.br,Food and Drinks,Distribuidor,5519992252410 , Rafael Vieira Victoriano,rafael@plantdefender.com.br,310100,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,
DIMBO DISTRIBUIDORA DE AUTO PECAS LTDA,05.988.752/0001-26,"Rua das Juremas, 68
SETOR INDUSTRIAL SUL
SINOP - MT
78557-470",https://dimbodistribuidora.com.br/,Automobiles & Vehicles,Distribuidor,556635201000 ,Renato,compras@dimbodistribuidora.com.br,870830,,Avaliação de novos fornecedores,Sim,Não,,
R. A. DISTRIBUIDORA DE JUNTAS E RETENTORES LTDA,03.726.419/0001-13,"Avenida Salgado Filho, 1953
VILA SAO RAFAEL
CAMPO GRANDE - MS
79005-300",http://www.radistribuidora.com.br/,Automobiles & Vehicles,Distribuidor,556530272575 ,Neilor,compras@radistribuidora.com.br,870830,,Avaliação de novos fornecedores,Sim,Não,,
Segalla Auto Peças,04.282.076/0001-08,"Rua Genesio Roberto Baggio, 1385
CENTRO-SUL
SORRISO - MT
78896-082",https://www.segallaautopecas.com.br/,Automobiles & Vehicles,Distribuidor,556635447800 ,Santiago,segallaautopecas@hotmail.com,870830,,Avaliação de novos fornecedores,Não,Não,,
Formis Instrumentos de Medição,30.197.931/0001-92,"Rua Cardeal, 640 - Laranjeiras - CEP: 07.745-150 - Caieiras - SP",https://www.formis.com.br/,"Electronics, Computers & Telecommunication",Distribuidor,5511976777054 ,Richard Bento,formis@formis.com.br,90278099,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,
Importlink Solutions Import And Export Ltda,42.089.116/0001-99,"Rua Santa Terezinha, 312 18040-030",https://importlink.com.br/,Others,Trading,5515998188040 ,Telmo Almeida,telmo.almeida@importlink.com.br,85122029,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
AAM DO BRASIL LTDA,03.368.638/0003-30,"Av. dos Carinás, 417 - Indianópolis, São Paulo - SP, 04086-010",https://www.aam.com/,Automobiles & Vehicles,Indústria,,Danner Watila Carvalho,Danner.Carvalho@aam.com,73182200,870894,Avaliação de novos fornecedores,Sim,Não,,
Pamplona Alimentos S/A,85.782.878/0021-22,"Rodovia Sc 350, 4370
: Predio 02;
RODOVIA DAS PRIMAVERAS
LAURENTINO - SC
89170-000",https://www.pamplona.com.br/,Food and Drinks,Indústria,554735313131 , Silvana Lofy Ceolin,silvana.ceolin@pamplona.com.br,292241,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,"China, Índia, etc",
ACUMULADORES MOURA S A,09.811.654/0001-70,Logradouro RUA DIARIO DE PERNAMBUCO Número 195 Complemento Bairro EDSON MORORO MOURA Município BELO JARDIM UF PE CEP 55150-615,https://www.moura.com.br/,Automobiles & Vehicles,Indústria,558121211773 ,Juliana Godoy,juliana.godoy@grupomoura.com,850710,,Conference Call,Sim,Não,,
Four Distribuicao LTDA,19.006.680/0001-89,"Rodovia Br 280 11965, Areias Pequenas, Araquari SC, 89245-000",https://fourgp.com.br/,Others,Distribuidor,5547988668400 ,Matheus P. Fadanni,matheus@fourgroup.com.br,72173010,,Estudo de mercado,Sim,Não,China,
